task_size,memory_required,cpu_speed,node_load,available_memory,network_latency,execution_time
1878.9551930483387,1725.2149232632855,1.654264209339765,0.6381623953671184,18962.299049915568,81.7589264541012,0.7123574815695005
4754.064388985482,4556.52591839465,1.6174469976799997,0.7373451177530979,26492.025213900357,97.31995357812917,3.5046602643598788
3662.6497696389115,7183.698153515176,3.2656364513025915,0.3003743190339992,25031.75095131137,171.63674167442517,2.817671041129458
2997.3058361432127,6066.9366985462775,1.6238654996237654,0.5998992796855992,5476.195325802364,71.30085528167896,4.704611171017693
788.5330158077583,6656.869269428465,1.6798743153215776,0.557396786514999,5326.1908959809825,174.5816885383734,3.4739722322231783
788.4126564776512,5484.104798216253,2.8984956560449096,0.7662643014306169,9162.232405979925,22.18621404045484,1.6505502578686624
299.8372247193153,5749.906816013678,2.12434960612635,0.8248696483850084,12158.826372856496,156.47569525568298,1.1456388046430996
4332.218967416927,6995.2166908223735,2.941776392387953,0.10972541718190945,13687.143233912015,170.2717884456736,3.5682932608016515
3009.5639085986118,2237.3653183065,1.163415393910963,0.6392159352470341,22436.313426176384,40.454442303281056,2.433621088100725
3543.282163202267,4140.076511471963,2.218927984183461,0.14146863929578324,2340.2840199411867,88.91757381257909,5.3656767982192095
112.7166265360542,2011.5181302803633,1.0840340004582065,0.5390869320618847,1630.4027475159974,37.272456059412846,2.805131929130437
4849.850162288351,8094.133311461391,1.1566330086383863,0.33010618323494256,13153.46711831873,142.78780515387245,4.710921051392184
4163.888777594105,7748.054919752963,3.2660936333610273,0.34542127961771296,22999.7120536027,109.39281477202306,3.6471970730555308
1069.572162284598,568.8911750204628,1.348113427793988,0.3823668027618853,6751.450422404302,128.88805260812262,1.3267051068336104
917.3065863634321,5855.444569084504,2.3310517056880427,0.5970339592396882,21204.368547401657,43.31495855646117,1.282387232891188
925.1885041686347,7598.770647010724,2.0277390065017666,0.3672399725350154,8893.0164174023,46.29044310022181,1.454655120664298
1528.1687923680931,1689.0459389305188,1.8683583156471066,0.6861592404722243,29093.593525888784,13.091978474431741,0.2
2628.534593844867,4763.213349665667,3.2495833642181813,0.42362190845909575,29403.374842263984,67.8031693631673,1.5126949710449322
2165.4056430241576,7521.3151296587,1.0545584919387236,0.1546825602479669,10101.296061298468,114.15020896006662,4.133539870458375
1463.233409588229,525.3952860568996,2.6594742154389728,0.7270078739872858,7930.678527838286,172.2973082294791,1.7057262373570978
3063.1459446646736,5790.727240870921,3.408486085533876,0.3286066596741648,13779.020922968355,135.05085225444273,2.275777207822038
706.0743646536888,2615.761722508563,2.400420458654605,0.44621350367941015,8270.586811570876,89.90228306295153,1.177727972345657
1467.8017961907385,7592.008206508145,3.3420561550827297,0.6483551065775213,22200.413249217192,190.85842230685688,2.1011754968784913
1838.1455980355215,7962.318233632359,1.1306446982150593,0.36596492571896966,27157.542464789498,145.2528141122872,2.7302273467180265
2285.7892212430093,7749.698857604211,2.0469832976854034,0.14526852491737252,22223.259774672217,186.38221455819726,1.4271790820833585
3928.028047351138,4019.3640233936326,1.6503944774051278,0.39913683761025087,27102.248026475016,107.8796547880723,3.474433289152188
1006.372172970215,7097.1704782511915,2.8270524124518244,0.8555588661554427,13317.379184164285,55.48633358466222,1.3073049746080474
2576.029847683922,6958.344026774319,3.4532427262431167,0.6133875178388466,5554.160207185016,15.301203841120788,3.8913307916044477
2966.148698621592,2788.381355658477,1.6413251561106195,0.6371833189337656,24315.345759256732,146.58654603935085,1.5081137146818206
241.78755947278864,6834.273202859776,2.6354365036851863,0.6058257229101118,12139.465637845962,28.654084611079153,1.9492554134537619
3041.6488109881775,549.6925891021494,1.4952440818993504,0.2591937111675494,22164.5117385909,64.0411500130336,2.078245750976687
860.9153771995848,4987.9977556335725,2.4133256364290245,0.4346670912818241,9241.890992563833,108.83182703735999,2.439279152574659
334.6074489965448,2081.3501327152117,2.1598312167208404,0.7007518386906546,3132.1431003240336,115.0612346170508,1.517031030500538
4744.9388308941325,1212.8188055284845,3.4300133240788426,0.18109831804252732,32528.718395253294,122.11372341249152,1.9582291853476979
4828.503845042052,866.7006081294039,2.5213181817411665,0.32228222087176983,5550.43583980941,37.41978941819163,0.801567208612781
4043.902767101141,5781.747725368917,1.873765930217047,0.3210552867726829,32394.507581286045,79.0487939402215,1.9354603943264694
1530.0227081751198,2953.247712463373,1.2852394622198333,0.4456151420756048,32035.141504863324,125.3528742878085,2.5946857880786918
497.3838488918555,6007.749098852251,1.3781170718373363,0.8842949927537481,26117.396759657728,194.11467860358803,2.807603621534695
3424.3228022956628,774.6679205804066,1.5632923248780877,0.15400203734705756,21782.347064916914,146.8880718514393,2.192955449470922
2206.3609437606106,2758.1441210237235,1.627416653350745,0.514960795504476,19149.74421289899,184.90773263332179,1.7213684982748347
618.9707918754464,4537.402896290676,3.1265401446028447,0.24349174560976838,28448.971447707434,153.63135137126451,2.1045584817532186
2480.932781455238,6531.179036162015,2.403056970706312,0.8765412363277953,9848.161209358203,120.38480893401808,3.2013891494687945
181.5987203649398,2785.619863268907,2.308477278435916,0.19064280378197138,15597.525189912194,42.44455698158718,0.2
4547.508806373123,5223.073963404104,1.2869221796730437,0.422880801889273,20491.042851885886,135.00370211904004,4.0426387230340985
1301.3121081840843,7287.119410002381,3.1503492333735874,0.690307987867685,13775.359989646304,126.55901536218188,2.3776038652906863
3315.98619892637,5143.490261414769,2.8070357580212093,0.6636435424219562,14301.003063135684,122.48148823916695,3.6225741455630684
1565.4382696861608,2104.7663916448373,1.169170904750004,0.4381829095151458,11165.662234947235,100.50824425770695,0.9616615797300279
2605.139425677276,449.6446024326857,2.7695877430744216,0.3772193343621746,18711.861478976396,108.08803777790874,0.2
2738.0842939229656,7161.10466327778,2.3588455433566153,0.4180899028422965,27948.131975655582,70.21629278803029,2.0128466105320504
932.42373307238,424.7940445086723,1.2043133643669457,0.3114210105269114,7012.4993609716275,106.26597506524912,1.5336879548916156
4848.227292545147,7197.632474421806,2.1457516038216413,0.2642663509654398,30653.072098031007,43.523401607303256,0.6675946862572855
3877.9127885719618,4453.645095639954,2.2117407178251174,0.48643175804711203,22739.211359302895,162.00900748527346,1.996900163538605
4698.099718405304,7708.441255398344,1.4144363504081894,0.3148270048540859,27067.500748207054,41.22650616624802,4.781330825162833
4475.188478633968,6595.143759099808,3.364245367500706,0.3299693319178001,18452.486981473656,21.56842652844595,1.5333560616692243
2993.520894267315,8175.6051011925665,3.124938428701655,0.6254048507796457,25656.09072113459,90.06797513964568,2.748818587332636
4610.152432765353,3039.2489674247718,2.6725558433227707,0.8748298653599138,1034.5600165818544,133.36995070368206,8.053463112096704
451.5775852390783,6344.406260957423,2.155738902501518,0.5829097604475001,26909.67898168869,90.35478086204057,0.2
987.9544834715346,3445.723730402946,2.0294138539612714,0.16158357365197304,1806.7190386575824,58.96705573050518,4.355026427784448
235.68417166358495,4064.2929227318205,2.6274336678773853,0.1604668910832536,29217.045867960493,113.84338085863594,0.9648909148500491
1633.398350508689,5235.883356100985,2.363579673517264,0.8611385766764528,32508.750374929677,72.66545540537899,1.1752832743223434
1949.4996755505151,7189.501578182784,1.155682764704714,0.3378326322458669,9997.440059974146,186.90919957469345,3.587778514633817
1364.0316685517405,8065.686411565606,2.281256621925829,0.17365358886598037,7296.03535155456,184.91580222269656,4.107650251235722
4145.400170668127,6353.017812428817,3.0160090430820987,0.5792356697203053,25199.56066460496,102.96250489455862,2.3064188626909896
1790.1991002010104,3571.3971832799607,2.1480996939923953,0.5989190226322129,8673.617652723688,68.93737883356042,0.9307345155545839
1411.86320334003,3599.889170070829,1.129891443885671,0.6188038560949505,28431.580231602595,148.74082072154462,2.4759749223941423
2718.05345495966,6109.453145409443,2.9656954984600827,0.31392162228603304,3829.2906526315687,12.159023979197995,2.3025142808874905
713.2118826240657,2150.935428817247,1.503409455339936,0.11208854737158003,4574.81081441258,97.57995617851199,0.24164647231503622
4012.962933962658,1132.722561810748,1.646552087220097,0.8720122955635775,32095.512561325457,70.58306188271504,3.041016741117961
382.0077119620564,3070.2814430372027,1.4117658835807396,0.300714436552882,22247.34750259727,184.50449759499816,2.20236744513516
